title,link,summary,image_url,publication_time,category,url_source,scraped_at
"Harga Emas Hari Ini Menguat Dekati Level Tertinggi, Investor Cermati Potensi Penurunan Suk...",https://www.liputan6.com/bisnis/read/6158209/harga-emas-hari-ini-menguat-dekati-level-tertinggi-investor-cermati-potensi-penurunan-suku-bunga-the-fed,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,13 Sep 2025 07:30,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
"Tak Perlu Kampus Elit, Sukses Ditentukan dari Hal Ini",https://www.liputan6.com/bisnis/read/6157872/tak-perlu-kampus-elit-sukses-ditentukan-dari-hal-ini,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,13 Sep 2025 07:05,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
Top 3: Duit Pemerintah Rp 200 Triliun Sudah Mengucur ke Perbankan,https://www.liputan6.com/bisnis/read/6158143/top-3-duit-pemerintah-rp-200-triliun-sudah-mengucur-ke-perbankan,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,13 Sep 2025 06:30,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
Telkom Mantapkan ESG sebagai Fondasi Utama dan Sistem Operasi untuk Pertumbuhan Digital da...,https://www.liputan6.com/bisnis/read/6158146/telkom-mantapkan-esg-sebagai-fondasi-utama-dan-sistem-operasi-untuk-pertumbuhan-digital-dan-tata-kelola-unggul,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 23:23,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
"Jasa Marga Cetak Laba Rp 1,9 Triliun di Semester I 2025",https://www.liputan6.com/bisnis/read/6158144/jasa-marga-cetak-laba-rp-19-triliun-di-semester-i-2025,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 23:20,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
"Program Cofiring Diperluas, Biomassa jadi Peluang Usaha Baru",https://www.liputan6.com/bisnis/read/6158138/program-cofiring-diperluas-biomassa-jadi-peluang-usaha-baru,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 23:10,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
Rapor Finansial Generasi Muda Masih Merah: Tabungan Turun dan Tak Punya Dana Darurat,https://www.liputan6.com/bisnis/read/6158131/rapor-finansial-generasi-muda-masih-merah-tabungan-turun-dan-tak-punya-dana-darurat,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 23:10,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
Produk Impor Ancam Industri Baja Nasional,https://www.liputan6.com/bisnis/read/6158136/produk-impor-ancam-industri-baja-nasional,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 23:00,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
Paket Stimulus Ekonomi Terbaru:  8 Program Utama dan 4 Tambahan,https://www.liputan6.com/bisnis/read/6158133/paket-stimulus-ekonomi-terbaru-8-program-utama-dan-4-tambahan,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 22:55,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
Menpan RB Beri Kabar Terbaru Soal CPNS 2025,https://www.liputan6.com/bisnis/read/6158095/menpan-rb-beri-kabar-terbaru-soal-cpns-2025,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 21:30,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
PT GAG Nikel Raja Ampat Kembali Beroperasi,https://www.liputan6.com/bisnis/read/6158084/pt-gag-nikel-raja-ampat-kembali-beroperasi,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 21:15,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
"Larry Ellison Sempat Jadi Orang Terkaya Dunia, Ini Sumber Hartanya",https://www.liputan6.com/bisnis/read/6157011/larry-ellison-sempat-jadi-orang-terkaya-dunia-ini-sumber-hartanya,Tidak ada ringkasan,https://cdn-production-assets-kly.akamaized.net/assets/images/blank.png,12 Sep 2025 21:00,Bisnis,https://www.liputan6.com/bisnis,2025-09-14T18:16:29.418206
